,Location,Item_Name,BidPrice,ID,BuyNowPricee
1141,Hong Kong,Apple iPhone 7 Plus - 256GB - Rose Gold | Brand New Unlocked,BuyNowOnly,1357368576,"$1,599"
1142,Hong Kong,Asus Zenfone Go ZB551KL Dual Sim 16GB - Gold | Brand New Unlocked,BuyNowOnly,1357368595,$251.00
1143,Hong Kong,Asus ZenFone Selfie ZD551KL Dual Sim 16GB - Aqua Blue | Brand New Unlocked,BuyNowOnly,1357368609,$319.00
1144,Hong Kong,Samsung Galaxy A7 A710FD 16GB - White | Brand New,BuyNowOnly,1357368911,$495.00
1145,Hong Kong,Asus ZenFone Selfie ZD551KL Dual Sim 16GB - Sheer Gold | Brand New Unlocked,BuyNowOnly,1357368997,$319.00
1146,Hong Kong,Samsung Galaxy S7 G930FD 32GB - Silver | Brand New,BuyNowOnly,1357369019,$726.00
1147,Hong Kong,Samsung Galaxy A7 A710FD 16GB - Gold | Brand New,BuyNowOnly,1357369227,$495.00
1148,Auckland,Samsung Galaxy A3 (2017) Smartphone 16GB Black 2 Year Warranty,BuyNowOnly,1355875589,$559.98
1149,Auckland,LG G6 H870DS Dual SIM Smartphone 64GB Astro Black. 2 Years Warranty.,BuyNowOnly,1355879439,"$1,223"
1150,Auckland,"Samsung Galaxy Xcover4 Smartphone 16GB (IP68 and MIL-810G), Locked to 2degrees",BuyNowOnly,1355879450,$406.47
1151,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Black. 2 Years Warranty,BuyNowOnly,1355880210,"$1,223"
1152,Canterbury,Brand New Gold IPhone 6 Plus 64g,$700.00,1355980260,$780.00
1153,Auckland,Samsung Galaxy J5 White !!! Brand New,$269.00,1355995286,$269.00
1154,Auckland,Samsung Galaxy J7 Prime White Gold 32GB Brand New!,$538.00,1355997033,$538.00
1155,Auckland,As New Samsung Galaxy S6 Edge 32Gb White,$499.99,1356003011,$499.99
1156,Auckland,Apple iPhone 7 Plus - 32GB - Rose Gold Brand New,"$1,449",1356019618,"$1,449"
1157,Auckland,Apple iPhone 7 Plus - 32GB - Silver Brand New,"$1,449",1356019700,"$1,449"
1158,Otago,Huawei ascend P6 new in The Box,$100.00,1356025060,BidOnly
1159,Wellington,iPhone iPad USB Cable Lighting Bolt,BuyNowOnly,1356025909,$1.00
1160,Auckland,100% Genuine S3 mini Battery Samsung Galaxy 4pins,$30.00,1356026067,$30.00
1161,Hong Kong,Samsung Galaxy S7 edge G935FD 64GB - Gold | Brand New,BuyNowOnly,1357530776,$800.00
1162,Hong Kong,LG G5 H860 32GB Dual Sim - Pink | Brand New,BuyNowOnly,1357530923,$559.00
1163,Hong Kong,Apple iPhone 7 - 256GB - Silver | Brand New Unlocked,BuyNowOnly,1357539248,"$1,296"
1164,Auckland,Brand New HTC 10 32gb Gray Phone,$699.00,1356049331,$699.00
1165,Hong Kong,LG Nexus 5X H791 32GB - White | Brand New Unlocked,BuyNowOnly,1357548505,$443.00
1166,Hong Kong,LG V10 H962 64GB - Luxe White | Brand New Unlocked,BuyNowOnly,1357548543,$531.00
1167,Hong Kong,Samsung Galaxy A7 A710FD 16GB - Black | Brand New,BuyNowOnly,1357552572,$495.00
1168,Hong Kong,Samsung Galaxy J7 J710FD 2016 Dual SIM - White | Brand New Unlocked,BuyNowOnly,1357565353,$325.00
1169,Waikato,Alcatel 20.45X NZ NEW UNLOCKED Phone *,$39.00,1356094756,$39.00
1170,Auckland,Brand New Samsung Galaxy J5 Black,$269.00,1356100203,$269.00
1171,Waikato,Sony E2053 Xperia E4g Black NZ NEW Phone *,$189.00,1356105613,$189.00
1172,Auckland,Android Smartphone,BuyNowOnly,1356108392,$179.00
1173,Hong Kong,OnePlus 3 A3003 64GB - Soft Gold | Brand New Unlocked,BuyNowOnly,1357614662,$643.00
1174,Auckland,*Brand new* Motorola Moto G4 Play 16 GB (White) - 1 year warranty,BuyNowOnly,1356120024,$270.00
1175,Auckland,Huawei Mate 9 MHA-L29 64GB Gold BRAND NEW,$949.00,1356122913,$949.00
1176,Auckland,*Brand new* Motorola Moto G4 Plus 16 GB (Black) Dual Sim - 1 year warranty,BuyNowOnly,1356126101,$399.00
1177,Auckland,*Brand new* Motorola Moto G5 16 GB (Grey) - 1 year warranty,BuyNowOnly,1356130289,$399.00
1178,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 64GB - Grey | Brand New Unlocked,BuyNowOnly,1357630149,$303.00
1179,Auckland,Brand New Nokia Lumia 640 ORANGE Windows Cellphone,$229.00,1356146665,$299.00
1180,Hong Kong,Samsung Galaxy S7 Edge G9350 128GB - Black Pearl | Brand New,BuyNowOnly,1357649400,$849.00
1182,Hong Kong,Apple iPad 4 Wi-Fi + Cellular 4G 32GB - Grey | Brand New,BuyNowOnly,1357656765,$547.00
1183,Auckland,Samsung S8 + Plus Duos G955FD 128GB Coral Blue Dual Sim New,"$1,529",1356167667,"$1,529"
1184,Hong Kong,Samsung Galaxy S6 G920F 32GB - Gold | Brand New,BuyNowOnly,1357669619,$622.00
1185,Auckland,"Lenovo Ideaphone S920 White,",$139.00,1356184640,$139.00
1186,Hong Kong,Sony Xperia Z5 Premium Dual E6833 32GB - Black | Brand New,BuyNowOnly,1357760611,$653.00
1187,Hong Kong,Sony Xperia X Performance F8132 64GB - Lime Gold | Brand New Unlocked,BuyNowOnly,1357767626,$610.00
1188,Auckland,Samsung Galaxy S6 Edge 32Gb White,$499.00,1356281800,$499.00
1189,Hong Kong,OnePlus 3T A3010 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1357806351,$643.00
1190,Hong Kong,HTC Desire 10 Pro D10 64GB - Stone Black | Brand New Unlocked,BuyNowOnly,1357817799,$424.00
1191,Hong Kong,Apple iPhone 7 - 128GB - Jet Black | Brand New Unlocked,BuyNowOnly,1357832377,"$1,225"
1192,Hong Kong,BlackBerry Leap 4G 16GB - Black | Brand New Unlocked,BuyNowOnly,1357838577,$306.00
1193,Hong Kong,Apple iPhone 7 Plus - 256GB - Black | Brand New Unlocked,BuyNowOnly,1357840940,"$1,523"
1194,Hong Kong,Apple iPhone 7 Plus - 256GB - Jet Black | Brand New Unlocked,BuyNowOnly,1357845788,"$1,523"
1195,Hong Kong,Apple iPhone 7 Plus - 32GB - Black | Brand New Unlocked,BuyNowOnly,1357845871,"$1,245"
1196,Hong Kong,Samsung Galaxy S8 G950FD Dual Sim 64GB - Midnight Black | Brand New,BuyNowOnly,1357856631,"$1,016"
1197,Hong Kong,Apple iPhone 7 Plus - 128GB - Jet Black | Brand New Unlocked,BuyNowOnly,1357868510,"$1,327"
1198,Hong Kong,LG V20 H990 Dual Sim 64GB - Titan | Brand New Unlocked,BuyNowOnly,1357874585,$634.00
1199,Waikato,Vodafone VFD300 Smart Mini 7 White Unlocked Phone*,$67.00,1356354017,$67.00
1200,Waikato,Vodafone VFD300 Smart Mini 7 White Unlocked Phone*,$67.00,1356354017,$67.00
1201,Hong Kong,Samsung Galaxy A7 A720FD (2017) Dual Sim 32GB - Gold | Brand New,BuyNowOnly,1357886074,$588.00
1202,Hong Kong,Huawei P9 Plus VIE-AL29 Dual SIM 64GB - Grey | Brand New,BuyNowOnly,1357893875,$657.00
1203,Hong Kong,Samsung Galaxy C5 C5000 32GB - Grey | Brand New Unlocked,BuyNowOnly,1357928052,$389.00
1204,Canterbury,"Geotel A1 Rugged Smartphone Android 7.0, IP67, 4.5 Inch Display, 3400mAh Black",$175.00,1356394259,$175.00
1205,Auckland,Samsung Galaxy J5 Prime 16Gb Camera WIFI GPS 4G Smartphone,BuyNowOnly,1356400633,$325.00
1206,Canterbury,MANN ZUG S Rugged Waterproof Dust Proof Shockproof,$115.00,1356403923,$115.00
1207,Canterbury,MANN ZUG S Rugged Waterproof Dust Proof Shockproof,$115.00,1356403859,$115.00
1208,Auckland,Vodafone Mobile Camera Bluetooth MP3 Memory Card Unlocked,BuyNowOnly,1356412922,$25.00
1209,Auckland,Samsung Galaxy J5 (2016) 16GB Dual Sim Gold | Brand New Sealed,$369.00,1356421722,$369.00
1210,Auckland,Samsung Galaxy A8 (2016) Dual Sim Blue | Brand new Sealed,$729.00,1356421580,$729.00
1211,Auckland,LG G6 64GB Dual Sim - White | Brand New Sealed,"$1,029",1356421220,"$1,029"
1212,Auckland,Samsung Galaxy J5 (2016) 16GB Dual Sim White | Brand New Sealed,$369.00,1356421480,$369.00
1213,Auckland,HTC U Ultra 64GB Dual Sim - Iceberg White | Brand New,$859.00,1356421535,$859.00
1214,Auckland,LG G6 64GB Dual Sim - Black | Brand New Sealed,"$1,029",1356421322,"$1,029"
1215,Auckland,Motorola Moto G4 Plus 16GB Dual Sim Black | Brand New Sealed,$429.00,1356420621,$429.00
1216,Auckland,LG V20 64GB Dual Sim Titan | Brand New Unlocked,$998.00,1356421548,$998.00
1217,Hong Kong,Samsung Galaxy A5 A520FD 32GB (2017) Dual Sim - Blue Mist | Brand New,BuyNowOnly,1357981092,$524.00
1218,Canterbury,"Senior Citizen Phone - Rugged, SOS, Quad Band GSM, Bluetooth",$115.00,1356466030,BidOnly
1220,Hong Kong,Sony Xperia XZ F8332 Dual SIM 64GB - Silver | Brand New Unlocked,BuyNowOnly,1357996830,$698.00
1221,Canterbury,"NO.1 A9 GSM Phone 4800mAh Battery Dual SIM, IP67",$99.00,1356443640,$99.00
1222,Hong Kong,Apple iPhone 7 Plus - 256GB - Gold | Brand New Unlocked,BuyNowOnly,1358008678,"$1,568"
1223,Hong Kong,Apple iPhone 7 Plus - 128GB - Gold | Brand New Unlocked,BuyNowOnly,1358042165,"$1,378"
1224,Hong Kong,Sony Xperia XA1 Ultra G3226 Dual Sim 64GB - White | Brand New,BuyNowOnly,1358055985,$633.00
1225,Hong Kong,Sony Xperia XA1 Ultra G3226 Dual Sim 64GB - Black | Brand New,BuyNowOnly,1358056040,$633.00
1226,Hong Kong,Samsung Galaxy C9 Pro C9000 6GB + 64GB - Gold | Brand New,BuyNowOnly,1358057442,$605.00
1227,Hong Kong,Sony Xperia XA1 Ultra G3226 Dual Sim 64GB - Pink | Brand New,BuyNowOnly,1358060048,$633.00
1228,Hong Kong,Sony Xperia XA1 Ultra G3226 Dual Sim 64GB - Gold | Brand New,BuyNowOnly,1358060126,$633.00
1229,Hong Kong,Asus Zenfone 3 Zoom ZE553KL Dual SIM 64GB - Black | Brand New,BuyNowOnly,1358069229,$733.00
1230,Hong Kong,Asus ZenFone Selfie ZD551KL Dual Sim 32GB - Black | Brand New Unlocked,BuyNowOnly,1358072888,$319.00
1231,Auckland,"Microsoft Lumia 550 Smartphone 8GB Black,Locked to Vodafone. Bundled with Vod...",BuyNowOnly,1356497917,$100.97
1232,Auckland,Apple iPhone 7 Plus 128Gb (Product)Red,BuyNowOnly,1356498751,"$1,850"
1233,Auckland,Huawei P10 Lite Smartphone 32GB Black. 2 Years Warranty,BuyNowOnly,1356500190,$508.98
1234,Auckland,Huawei P10 Lite Smartphone 32GB Gold. 2 Years Warranty,BuyNowOnly,1356500201,$508.98
1235,Hong Kong,Asus ZenFone 3 Ultra ZU680KL 64GB - Pink | Brand New Unlocked,BuyNowOnly,1358080348,$763.00
1236,Auckland,Apple iPhone 6s 32GB Silver,BuyNowOnly,1356501903,"$1,094"
1237,Hong Kong,Samsung Galaxy Tab S3 9.7 WiFi T820 32GB - Black,BuyNowOnly,1358081942,$921.00
1238,Auckland,Apple iPhone 6s 64GB Gold,BuyNowOnly,1356503612,"$1,101"
1239,Auckland,LG G6 H870DS Smartphone 64GB Black. Parallel Imported (NZ POWER PLUG and NZ C...,BuyNowOnly,1356504442,"$1,258"
1240,Hong Kong,Sony Xperia Z5 Premium Dual E6833 32GB - Gold | Brand New,BuyNowOnly,1358083629,$653.00
1241,Auckland,MEIZU M5s Smartphone 3GB Ram 16GB Storage Grey. 2 Years Warranty Small price....,BuyNowOnly,1356505028,$233.58
1242,Auckland,MEIZU M5s Smartphone 3GB Ram 16GB Storage Gold. 2 Years Warranty Small price....,BuyNowOnly,1356505041,$233.58
1243,Hong Kong,Samsung Galaxy Tab S3 9.7 WiFi T820 32GB - Silver,BuyNowOnly,1358084462,$921.00
1244,Hong Kong,LG Stylus 2 K520DY Dual Sim 16GB - Black | Brand New Unlocked (Taiwan),BuyNowOnly,1358086821,$269.00
1245,Hong Kong,Asus Zenfone 3 ZE520KL 64GB - White | Brand New Unlocked,BuyNowOnly,1358089503,$491.00
1246,Hong Kong,Asus Zenfone 3 ZE520KL 64GB - Black | Brand New Unlocked,BuyNowOnly,1358089531,$491.00
1247,Hong Kong,Apple iPhone 7 Plus - 32GB - Silver | Brand New Unlocked,BuyNowOnly,1358090714,"$1,215"
1248,Auckland,Huawei P9 Lite Smartphone 16GB Black 2 Years Warranty,BuyNowOnly,1356516207,$396.78
1249,Auckland,Huawei P9 Lite Smartphone 16GB Gold 2 Years Warranty,BuyNowOnly,1356516220,$396.78
1250,Hong Kong,Apple iPhone 6s 32GB - Space Grey | Brand New Unlocked,BuyNowOnly,1358110274,$851.00
1251,Hong Kong,Apple iPhone 6s 32GB - Gold | Brand New Unlocked,BuyNowOnly,1358110276,$851.00
1252,Hong Kong,Apple iPhone 6s 32GB - Silver | Brand New Unlocked,BuyNowOnly,1358110282,$851.00
1253,Hong Kong,HTC One X9 4G 32GB - Gold | Brand New Unlocked,BuyNowOnly,1358139219,$333.00
1254,Auckland,Samsung Galaxy S7 SM-G930F Smartphone 32GB Gold. 2 Years Warranty,BuyNowOnly,1356581714,"$1,019"
1255,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Silver 2 Years Warranty,BuyNowOnly,1356582623,"$1,223"
1256,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Gold 2 Years Warranty,BuyNowOnly,1356582628,"$1,223"
1257,Auckland,Samsung Galaxy S7 Edge SM-G935F Smartphone 128GB Black Pearl. 2 Years Warranty,BuyNowOnly,1356582645,"$1,117"
1258,Auckland,Apple iPhone 6 32GB Space Grey,BuyNowOnly,1356586968,$737.19
1259,Hong Kong,Htc 10 M10 4G 32Gb - Gold | Brand New Unlocked,BuyNowOnly,1358146971,$601.00
1260,Hong Kong,Apple iPhone SE 64GB - Gold | Brand New Unlocked,BuyNowOnly,1358201238,$704.00
1261,Hong Kong,Samsung Galaxy S8 G950FD Dual Sim 64GB - Orchid Gray | Brand New,BuyNowOnly,1358220111,"$1,016"
1262,Hong Kong,Sony Xperia Z5 Dual E6683 32GB - Gold | Brand New Unlocked,BuyNowOnly,1358228999,$523.00
1263,Hong Kong,Sony Xperia XA F3116 - Lime Gold | Brand New Unlocked,BuyNowOnly,1358255289,$322.00
1264,Hong Kong,Samsung Galaxy C7 C7000 64GB - Pink Gold | Brand New,BuyNowOnly,1358273457,$482.00
1265,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1358275128,$303.00
1266,Hong Kong,Sony Xperia Z3+ E6533 32GB - Black | Brand New Unlocked,BuyNowOnly,1358285561,$465.00
1267,Canterbury,Samsung J1 2016,$150.00,1356770211,$160.00
1268,Hong Kong,Apple iPhone 7 - 32GB - Black | Brand New Unlocked,BuyNowOnly,1358308603,"$1,076"
1269,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 32GB - Gold | Brand New Unlocked,BuyNowOnly,1358312540,$283.00
1270,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 32GB - Silver | Brand New Unlocked,BuyNowOnly,1358315504,$283.00
1271,Hong Kong,Xiaomi Redmi Note 4 4G Dual Sim 32GB - Gray | Brand New Unlocked,BuyNowOnly,1358315710,$283.00
1272,Hong Kong,Xiaomi Mi Mix 4G Dual Sim 256GB - Black | Brand New Unlocked,BuyNowOnly,1358318748,$915.00
1273,Auckland,Alcatel 123 Camera Fold Flip Phone,$49.00,1356815574,$49.00
1274,Australia,Peter's The Professional Mobile Phone Handset,BuyNowOnly,1356823552,$29.20
1275,Auckland,Samsung Galaxy Vr R323 Black Band New!,$99.00,1356823657,$99.00
1276,Auckland,As New Samsung Galaxy S5 G900f Blue,$359.00,1356823700,$359.00
1277,Auckland,Apple Iphone 5C 16gb YELLOW NZ NEW Clearance SALE,$380.00,1356836608,$380.00
1278,Auckland,Brand New Samsung A3 Sm-300Y 16 Gb Blue,$309.99,1356836675,$309.99
1279,Hong Kong,Samsung Galaxy A7 A720FD (2017) Dual Sim 32GB - Black | Brand New,BuyNowOnly,1358362277,$588.00
1280,Auckland,Brand New Samsung Galaxy J5 Black 8GB ON CLEARANCE,$269.00,1356871435,$269.00
1281,Auckland,New Samsung Galaxy S3 i9305 4G 16GB BLUE ON CLEARANCE,$259.00,1356876761,$259.00
1282,Auckland,Ex Demo HTC 7 Trophy T8686 PC40100 - Windows Black Phone,$99.99,1356877227,$99.99
1283,Auckland,Apple iPhone 6 64GB Gold As New!!,$529.00,1356884763,$529.00
1284,Auckland,Ex Demo HTC Wildfire S A510b Black Phone,$49.99,1356889351,$49.99
1285,Auckland,Brand New Vodafone Pocket WiFi® 4G R216H,$69.99,1356890053,$69.99
1286,Auckland,Ex Demo HTC Explorer A310E Black Colour,$64.99,1356904164,$64.99
1287,Auckland,Bluboo Maya 5.5 2GB RAM 16GB ROM Quad-Core 1.3GHz,BuyNowOnly,1356915350,$169.00
1288,Auckland,Leagoo M8 5.7Inch Android 6.0Quad Core 2Gb Ram 16Gb Rom 8.0Mp 13.0Mp,BuyNowOnly,1356915355,$179.00
1290,Auckland,Brand New Apple Iphone 7 256 Gb Gold,"$1,619",1356926138,"$1,619"
1291,Auckland,BRAND NEW ZTE Telstra T54 Rugged Phone,$99.00,1356944318,$99.00
1292,Auckland,AS NEW Samsung G928i 32GB Galaxy S6 Edge Plus Gold,$629.99,1356944483,$629.99
1293,Auckland,AS NEW Samsung G928i 64GB Galaxy S6 Edge Plus GOLD,$719.99,1356961680,$719.99
1294,Auckland,EX DEMO LG Optimus 2X Android Mobile Phone LG- P990,$109.00,1356976309,$109.00
1295,Auckland,Ex Demo Lg Gt540 Optimus SILVER,$99.99,1356981374,$99.99
1296,Auckland,Apple iPhone 6 16GB Space Grey As New,$480.00,1356997094,$480.00
1297,Auckland,Alcatel One touch 2 Degrees + Top Up,$35.00,1357074549,BidOnly
1299,Marlborough,Huawei P9 lite White **Brand New**,$329.99,1357092255,$339.99
1300,Marlborough,Bluboo Maya Max 3GB RAM 32GB ROM Octa-core 1.5 GHz Processor,$249.99,1357114386,$249.99
1301,Marlborough,Bluboo Maya Max 3GB RAM 32GB ROM Octa-core 1.5 GHz Processor,$249.99,1357092719,$249.99
1302,Auckland,Samsung Galaxy S8+ / 64 GB / Midnight Black,$725.00,1355445920,BidOnly
1303,Canterbury,MANN ZUG S Rugged Waterproof Dust Proof Shockproof,$115.00,1357192707,$115.00
1304,Auckland,* Vodafone Smart 4 Power Mobile Phone *,$60.00,1357224108,$70.00
1305,Auckland,* Vodafone Smart 4 Power Mobile Phone *,$60.00,1357224383,$70.00
1306,Canterbury,"NO.1 A9 GSM Phone 4800mAh Battery Dual SIM, IP67",$99.00,1357239565,$99.00
1307,Auckland,100% Genuine S3 mini Battery Samsung Galaxy 4pins,$30.00,1357268106,$30.00
1308,United Kingdom,Samsung Gear S (SM-R750) Charger TRIXES,BuyNowOnly,1357297609,$18.99
1309,Auckland,Apple iPhone SE 32GB - Silver.,BuyNowOnly,1357300376,$623.60
1310,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Silver. 2 Years Warranty,BuyNowOnly,1357300632,"$1,223"
1311,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Black,BuyNowOnly,1357302024,"$1,223"
1312,Auckland,Samsung Galaxy S8 SM-G955F Smartphone 64GB Orchid Grey 2 Years Warranty,BuyNowOnly,1357303610,"$1,529"
1313,Auckland,Apple iPhone 7 32GB Gold,BuyNowOnly,1357309270,"$1,293"
1314,Auckland,Apple iPhone 7 Plus 32GB Gold,BuyNowOnly,1357309280,"$1,564"
1315,Auckland,MEIZU M3 Note Smartphone 16GB Gold. 2 Years Warranty,BuyNowOnly,1357309356,$275.59
1316,Auckland,MEIZU M3 Note Smartphone 32GB Silver. 2 Years Warranty,BuyNowOnly,1357309364,$309.89
1317,Auckland,Apple iPhone 6s 32GB Space Grey,BuyNowOnly,1357312699,"$1,125"
1318,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Gold. 2 Years Warranty,BuyNowOnly,1357313162,"$1,223"
1319,Auckland,Google Pixel XL Smartphone 128GB Quite Black,BuyNowOnly,1357375833,"$1,787"
1320,Auckland,Apple iPhone 6s Plus 32GB Silver,BuyNowOnly,1357376439,"$1,347"
1321,Auckland,Apple iPhone 6s 128GB Rose Gold,BuyNowOnly,1357376586,"$1,347"
1322,Auckland,Apple iPhone 6s Plus 128GB Silver,BuyNowOnly,1357376595,"$1,564"
1323,Auckland,Apple iPhone 6s Plus 32GB Rose Gold,BuyNowOnly,1357376606,"$1,347"
1324,Auckland,Google Pixel XL Smartphone 128GB Very Silver,BuyNowOnly,1357376618,"$1,786"
1325,Auckland,"Alcatel 20.45X Moblie Phone Black (Hard bundled with Vodafone Prepay SIM), Lo...",BuyNowOnly,1357376846,$27.06
1326,Auckland,MEIZU MX6 Smartphone 4GB 32GB Grey. 2 Years Warranty Six appeal.,BuyNowOnly,1357380823,$406.97
1327,Auckland,BRAND NEW Samsung Galaxy S5 + Lots of Freebies + Free Shipping (Pearl White),$438.00,1357442597,$439.98
1328,Otago,Samsung Galaxy Note 3 Replacement Battery,$14.95,1357476743,$14.95
1329,Auckland,Apple Iphone 5S 16GB Space Grey As New,$349.00,1357487425,$349.00
1330,Auckland,Apple iPhone 4s 16GB Black Ex Demo,$179.00,1357496901,$179.00
1331,Auckland,Apple Iphone 5S 16GB Gold As New,$339.00,1357499853,$339.00
1332,Auckland,Samsung Galaxy S6 Edge 32Gb Gold !! Ex-Demo,$529.00,1357502720,$529.00
1333,Auckland,Samsung galaxy J1 8GB,$150.00,1357503913,$175.00
1334,Auckland,HTC Desire C White Android Smartphone,$99.00,1357534717,$99.00
1335,Auckland,New Nokia Lumia 530 Grey Smartphone,$119.00,1357534777,$119.00
1337,Auckland,Brand New iPhone 6 16GB Gold On Clearance Sale,$749.00,1357557042,$749.00
1338,Auckland,Brand New Vodafone Smart first 7 VFD-200,$79.00,1357559996,$79.00
1339,Auckland,Alcatel onetouch 2036x Black Brand New!!,$29.00,1357568040,$29.00
1340,Waikato,Alcatel 5010X Pixi 4 Metal Silver Phone *,$129.00,1357494422,$129.00
1341,Auckland,Brand New Huawei Y3 II LUA-L02 Black NZ PHONE,$129.00,1357578945,$129.00
1342,Auckland,Huawei P8 Lite Black NZ Brand New,$223.00,1357595070,$223.00
1343,Waikato,Huawei Y320 Ascend Black NZ NEW Phone *,$59.00,1357712824,$59.00
1344,Auckland,iPhone 6 16GB Gold Brand New On Clearance Sale,$749.00,1357614328,$749.00
1345,Auckland,Apple iPhone 6 64GB Space Grey As New,$529.00,1357630268,$529.00
1346,Auckland,As New Apple Iphone 5S Gold 32Gb,$389.00,1357630422,$389.00
1347,Auckland,Brand New LG P690 Optimus Net+2GB Memory card free,$85.00,1357637836,$85.00
1348,Auckland,Samsung G610 Galaxy J7 Prime Black,$499.00,1357646021,$499.00
1349,Auckland,Brand New Iphone 6S Plus 64gb Space Gray,"$1,349",1357653420,"$1,349"
1350,Wanganui,Seniors 3G (3rd Generation) cell phone,$87.00,1355442442,$89.00
1351,Auckland,HTC Desire C Brand New,$79.00,1357681900,$79.00
1352,Auckland,New Samsung S5660 Galaxy Gio Android Phone,$79.00,1357681996,$79.00
1353,Auckland,Alcatel 2012 Flip Phone,$129.00,1357682241,$129.00
1354,Auckland,Nokia 6 32GB Android Smartphone Brand New White,$499.00,1357682306,$499.00
1355,Auckland,Samsung i8160 Galaxy Ace 2 NZ New Phone,$139.00,1357682469,$139.00
1356,Auckland,HTC One M8 16GB Gold Brand New,$499.00,1357682992,$499.00
1357,Otago,iPhone 6S Battery,BuyNowOnly,1357699827,$16.99
1358,Otago,iPhone 6S Battery,BuyNowOnly,1357699829,$16.99
1359,Auckland,"Brand New Lenovo Ideaphone S920 White,Smartphone",$119.99,1357702748,$119.99
1360,Otago,iPhone 7 Battery,BuyNowOnly,1357706945,$18.99
1361,Otago,iPhone 7 Battery Replacement,BuyNowOnly,1357706950,$18.99
1362,Auckland,Apple Iphone 7 128 GB GOLD Brand New,"$1,389",1357707536,"$1,389"
1363,Waikato,Samsung Galaxy J2 Prime black NZ NEW UNLOCKED Phone *,$235.00,1357713473,$235.00
1364,Auckland,Samsung Galaxy S8 G950F 64GB - Midnight Black | Brand New,"$1,324",1357729532,"$1,324"
1365,Auckland,Brand New Huawei Mate 8 Gold 64gb,$849.00,1357729603,$849.00
1366,Auckland,Samsung Galaxy Note 4 N910F 32Gb White EX DEMO,$439.00,1357737300,$439.00
1367,Auckland,Samsung Galaxy Note 4 N910F 32Gb Black Ex Demo,$439.00,1357738228,$439.00
1368,Auckland,100% Genuine S3 Battery i9300 Samsung Galaxy Origi,$36.99,1357738886,$36.99
1369,Auckland,Samsung N910F Note 4 32Gb BLACK New,$499.00,1357739540,$499.00
1370,Auckland,Samsung Galaxy Note 4 N910f White 32GB New,$499.00,1357741310,$499.00
1371,Auckland,Samsung Galaxy Note 4 N910F 32Gb Black EX DEMO,$439.00,1357743346,$439.00
1372,Auckland,Samsung Galaxy Note 4 N910F 32Gb White EX DEMO,$439.00,1357744678,$439.00
1373,Auckland,EX Demo Nokia Lumia 530 Rm-1018 Black,$99.99,1357755875,$99.99
1374,Auckland,Brand New Samsung Galaxy S4 i9505 White,$279.00,1357761489,$279.00
1375,Auckland,Huawei Ascend P7 BLACK NZ NEW Phone !! BRAND NEW !,$299.00,1357761613,$299.00
1376,Auckland,Samsung Galaxy Note 4 N910F 32Gb Black New,$499.00,1357761730,$499.00
1377,Auckland,Samsung Galaxy Note 4 N910F 32Gb White New,$499.00,1357761832,$499.00
1378,Auckland,Samsung Galaxy S7 SM-G930F 32GB GOLD Brand New!!,$679.00,1357761918,$679.00
1379,Auckland,Brand New Samsung GALAXY S4 i9505 BLACK,$279.00,1357772859,$279.00
1380,Auckland,Dakota Rugged Phone Unlocked,$89.00,1357775415,$89.00
1381,Auckland,Brand New Nokia Lumia 630 Orange Phone,$99.00,1357802569,$99.00
1382,Auckland,Apple Iphone 7 128Gb Black,BuyNowOnly,1357874848,"$1,250"
1383,Waikato,Vodafone VFD501 Smart Turbo 7 Grey Unlocked Phone*,$119.00,1357606547,$119.00
1384,Auckland,iPhone 6s plus,$988.00,1357889341,$988.00
1385,Auckland,iPhone 6s plus 64GB White,$988.00,1357889315,$988.00
1386,Auckland,iPhone 6s plus 64g,$988.00,1357889579,$988.00
1387,Auckland,iPhone 6s plus 64g,$988.00,1357889599,$988.00
1388,Auckland,Galaxy Gear S2 Classic Stainless Steel Watch Strap,BuyNowOnly,1357894892,$39.95
1389,Auckland,*New* Apple iPhone 7 128GB Jet Black 1 Year Warranty,BuyNowOnly,1357926257,"$1,299"
1390,Auckland,Samsung S5780 Wave Black Brand New,$75.00,1357929154,$75.00
1391,Wellington,Homtom HT20 Smartphone Android 6.0 MT6737 Quad Core BLACK,$183.00,1357944047,$197.00
1394,Auckland,HTC U Ultra 64GB Dual Sim - Black Oil | Brand New,$859.00,1357972282,$859.00
1395,Auckland,Brand New Alcatel One Touch Pixi 3 4027A White,$69.00,1358026790,$69.00
1396,Auckland,"LG Nexus 5X Smartphone 32GB Black,Parallel Imported, PB 2 Year Warranty (NZ P...",BuyNowOnly,1358081332,$539.58
